image_id,s,r,o,a_inv_orig
dd18e0284551e30f.jpg,man,wearing,scarf,3.96875
c3f5a62386342c6d.jpg,man,wearing,glasses,2.046875
c43d8e515688b759.jpg,man,wearing,black shirt,1.75
f72798c9f0c92cd0.jpg,man,wearing,cycling clothes,3.734375
91beb1e150bee50c.jpg,worker,wearing,orange vest,5.25
b085f6708ee5a803.jpg,man,wearing,goggles,3.5625
2f7525f06ad69425.jpg,woman,wearing,glasses,4.53125
3d27c190d43ac211.jpg,swimmer,wearing,goggles,4.09375
712bacc974c5a760.jpg,man,wearing,shirt,2.984375
537843c1be04501c.jpg,person,wearing,life jacket,4.171875
48e6a7f6cfe8f41b.jpg,woman,wearing,black leather jacket,3.8125
3264cb227a07af3f.jpg,man,wearing,plaid shirt,4.625
5278129f90393f7b.jpg,woman,wearing,shorts,2.765625
edff7663ed66bb73.jpg,woman,wearing,pink fedora,1.75
c6249d94f4b8fc0b.jpg,woman,wearing,blue gym outfit,4.734375
2dd05a7ffa09c95d.jpg,woman,wearing,silver dress,3.703125
aa47170b86b03223.jpg,woman,wearing,black dress,2.859375
86c1bf61c39831f0.jpg,woman,wearing,necklace,5.25
17a89e9968dfe0ef.jpg,man,wearing,gloves,4.765625
0ed1db765472b01e.jpg,woman,wearing,miniskirt,2.140625
0515eb8d42f77988.jpg,woman,wearing,dress,2.0625
020feca9b536f1fe.jpg,woman,wearing,face mask,3.90625
a6a954a213816783.jpg,woman,wearing,high heels,5.171875
12b999f7e3b75de1.jpg,woman,wearing,umbrella,0.734375
7db24634d94dfff1.jpg,man,wearing,hat,4.546875
649179f339158a5a.jpg,woman,wearing,dress,4.0
29ce03b542dccc4c.jpg,man,wearing,tan pants,4.21875
cf8402aeb5c286d8.jpg,man,wearing,suit,2.140625
f592b26ed34432ed.jpg,dog,wearing,pink sunglasses,1.84375
ad3bf6c33e51de4a.jpg,woman,wearing,dress,1.71875
e72fd1fd98da81db.jpg,man,wearing,red shirt,5.296875
76c5e2e486a68f34.jpg,woman,wearing,purple dress,3.4375
5190ef5c93c9976c.jpg,man,wearing,swimwear,1.53125
5feb53a3d3a241a8.jpg,woman,wearing,glasses,3.796875
d698ab6f42fb2562.jpg,man,wearing,shorts,2.046875
edca872cabc7b3bf.jpg,man,wearing,brown jacket,5.078125
0a4db5693da70448.jpg,man,wearing,glasses,0.375
810a5ed9f3f17d89.jpg,woman,wearing,balloon hat,4.046875
3b3bb701aa1bcace.jpg,man,wearing,green jacket,4.875
e5b8dcabafcd7cac.jpg,man,wearing,goggles,4.21875
6c371c886f364e13.jpg,woman,wearing,plaid shirt,4.546875
e68d91cbc60ad21e.jpg,woman,wearing,crown,3.390625
5149ad60cbacc1f8.jpg,woman,wearing,orange tank top,3.546875
8bd8604e0da78098.jpg,woman,wearing,brown boots,5.015625
f458e93b6879a473.jpg,man,wearing,netted hat,2.328125
1b02d463464d45f3.jpg,man,wearing,shorts,3.21875
25459eef01dfa715.jpg,woman,wearing,zebra printed skirt,3.171875
4125df3dbe46a6af.jpg,person,wearing,helmet,4.671875
ef19b86262c37f07.jpg,man,wearing,yellow tie,2.78125
030c5a10124e6252.jpg,dog,wearing,sunglasses,1.484375
ad27ffa8d18c3c6f.jpg,woman,wearing,orange shirt,3.171875
f9afa582c14f54d3.jpg,man,wearing,helmet,4.84375
2be6ab51b1f3621b.jpg,man,wearing,helmet,2.578125
7f50b68075ebd257.jpg,man,wearing,jeans,4.671875
d1b75eb64aeaea5c.jpg,man,wearing,red tie,4.84375
6f11f23cea22966f.jpg,woman,wearing,black hat,2.6875
6732fe471c0e0595.jpg,woman,wearing,red dress,3.046875
edff7663ed66bb73.jpg,woman,wearing,red hat,1.5
0e8aef71cc6618dc.jpg,woman,wearing,bra,2.0625
3ecd3b0292520228.jpg,man,wearing,fedora hat,2.84375
9fc6b9554a142b1a.jpg,man,wearing,blue hat,3.828125
65ace40ac8556f83.jpg,person,wearing,helmet,4.0
86c1bf61c39831f0.jpg,woman,wearing,dress,3.765625
4ed2e09b8eed119a.jpg,woman,wearing,purple,4.40625
eb99cee1f01b08ff.jpg,man,wearing,hat,1.328125
a5255a39b87c5cf4.jpg,woman,wearing,white jersey,4.28125
1b8c4e46421a0a9f.jpg,man,wearing,suit,3.671875
0fcb52bc7317ed58.jpg,person,wearing,skis,4.1875
0ca56558107bdae5.jpg,woman,wearing,sunglasses,3.75
f98e23895593ab01.jpg,man,wearing,bright scarf,5.359375
2122242cd70556db.jpg,man,wearing,blue shirt,6.15625
f155d2cee6e021f0.jpg,man,wearing,helmet,2.703125
1ecab1a4be9ea551.jpg,woman,wearing,equestrian clothing,5.265625
11b06ea19b8a48d9.jpg,man,wearing,blue shirt,4.0
d2d074cdb9224999.jpg,man,wearing,jacket,1.9375
ee5fc4c50bc988d9.jpg,man,wearing,helmet,3.6875
7edb152ac977cffc.jpg,woman,wearing,red sweater,4.109375
b432735a2d626bc2.jpg,boy,wearing,sunglasses,-0.515625
e0cff9ae2c4ccba7.jpg,man,wearing,smile,2.03125
e2c55ae7f4b7ddd0.jpg,woman,wearing,fur on her sleeves,1.234375
3ecd3b0292520228.jpg,man,wearing,black hat,1.953125
596ec3440b5a9f93.jpg,man,wearing,helmet,4.703125
d32303a62c007868.jpg,woman,wearing,jacket,5.046875
1242ab123b538f53.jpg,man,wearing,baseball glove,2.84375
aebbe4f246bcf0ee.jpg,man,wearing,yellow tie,4.78125
07c216b2baad22e7.jpg,woman,wearing,dress,2.453125
a903e7bb7226fc2c.jpg,man,wearing,silver rings,3.734375
479da084bf0d679f.jpg,man,wearing,kilt,3.96875
1fe277f5abfc7d74.jpg,woman,wearing,necklace,5.125
87b4844e765307ba.jpg,man,wearing,blue shirt,5.234375
d301b7ccedbb6a60.jpg,man,wearing,green shirt,3.390625
33877ac31b17f815.jpg,woman,wearing,necklace,4.46875
5149ad60cbacc1f8.jpg,woman,wearing,black exercise pants,2.21875
38136306a3600d6f.jpg,man,wearing,coat,4.984375
422d4210cdcdb6a5.jpg,man,wearing,tennis racket,1.265625
c22e29581c0e797e.jpg,person,wearing,blue outfit,4.421875
5a194770238332d2.jpg,woman,wearing,headdress,-0.109375
84af25555f7c818b.jpg,woman,wearing,pink bathing suit,3.546875
437c6697e0af46b6.jpg,man,wearing,helmet,4.40625
ddba6c84ada96d2b.jpg,man,wearing,hat,4.125
3a18c41d6a250c1a.jpg,woman,wearing,backpack,5.203125
1a00561698778497.jpg,woman,wearing,glasses,4.625
b22b89073480191e.jpg,woman,wearing,yellow jacket,3.421875
2e9721f274303090.jpg,man,wearing,hat,3.90625
a80531a76936a34a.jpg,man,wearing,accordion,1.59375
3b78e75f33d9b90a.jpg,man,wearing,helmet,4.0
65e46fc0805f86f1.jpg,woman,wearing,bikini,1.25
98b5f8fbfff0d05d.jpg,man,wearing,hat,5.078125
bc6b86f27e8186c2.jpg,man,wearing,hat,4.65625
1050b3c3f36090a3.jpg,woman,wearing,high heels,3.109375
84ad4ec3892221c7.jpg,man,wearing,glasses,4.5
018d4a117c1d7e16.jpg,man,wearing,red hat,3.046875
8ae3bac7967df4b7.jpg,man,wearing,military uniform,4.5
6f11f23cea22966f.jpg,woman,wearing,feather boa,3.640625
d3f6bc7d12972707.jpg,man,wearing,helmet,4.578125
db2682e944a9915c.jpg,man,wearing,mask,2.0
897485e4e7699ab2.jpg,man,wearing,grey shirt,3.015625
115150a6ba4eb0ca.jpg,man,wearing,glasses,3.5625
26d3e6efda2035c0.jpg,woman,wearing,belt,2.5
879caa754388ec1b.jpg,girl,wearing,goggles,3.515625
b15736bdd7914941.jpg,woman,wearing,necklace,5.34375
810a5ed9f3f17d89.jpg,woman,wearing,glasses,3.921875
66f190cca20533ed.jpg,man,wearing,sun hat,2.859375
5502a35f0f5ef825.jpg,man,wearing,jeans,4.125
51e6ff8c0af98410.jpg,woman,wearing,dangling earrings,3.9375
42c05e6f790f4ef6.jpg,man,wearing,purple shirt,4.8125
0ca56558107bdae5.jpg,woman,wearing,hat,5.34375
df051a0847309c44.jpg,man,wearing,black hat,3.0625
43ec4aa29ee2b16a.jpg,man,wearing,jacket,4.015625
6a6018122172653c.jpg,person,wearing,red jacket,3.09375
a8d7f65b1f6c2b76.jpg,woman,wearing,green,1.8125
96454288fb7fe59d.jpg,man,wearing,suit,4.265625
1519b2618048f525.jpg,man,wearing,sunglasses,4.421875
38136306a3600d6f.jpg,man,wearing,hat,4.109375
e42ce843c6e48119.jpg,woman,wearing,jacket,0.890625
390cce601a67389a.jpg,woman,wearing,swim cap,5.84375
91beb1e150bee50c.jpg,man,wearing,hard hat,4.53125
aaf5b5b51d27d3a2.jpg,person,wearing,red shirt,3.34375
ed39ece290eabd5d.jpg,person,wearing,helmet,4.84375
7465f120066a02cd.jpg,woman,wearing,red shoe,0.40625
e8ed4fb8d2ff2258.jpg,man,wearing,fedora,3.3125
561f1cadde8c0725.jpg,woman,wearing,sunglasses,3.96875
81eab2350699a82e.jpg,man,wearing,tie,4.890625
a02435a31346db04.jpg,man,wearing,top hat,3.984375
115bec3d6d7f09f2.jpg,woman,wearing,shorts,4.578125
9b1b545868d185b4.jpg,girl,wearing,purple dress,3.609375
5bcc87c13b42e844.jpg,girl,wearing,pink clothing,4.109375
a2e9e0465112b0e2.jpg,man,wearing,hat,4.703125
3e49a1c1b227ea28.jpg,person,wearing,white top,4.28125
106c8de22ed8d1d4.jpg,man,wearing,chef's uniform,5.28125
227d9e3550c9ec57.jpg,woman,wearing,purse,5.078125
9c39a9f507ee1787.jpg,woman,wearing,high heels,3.453125
60854ae38aa4b07c.jpg,woman,wearing,red high heels,3.375
20b92c77c1b03b11.jpg,woman,wearing,floral dress,3.703125
d7c4f4dcc1207ef1.jpg,man,wearing,soccer ball,1.453125
b5be42aef68ebf08.jpg,man,wearing,hat,4.453125
8105247aae5f048c.jpg,man,wearing,gloves,3.4375
a96f938d1ed1fdc5.jpg,man,wearing,shorts,5.015625
4caa7f161916628e.jpg,man,wearing,brown sweater,4.140625
8adaad8fefce4d9b.jpg,man,wearing,yellow tie,4.171875
f7f83ef0ae3406b2.jpg,woman,wearing,bikini,4.296875
21bf3a99e1062d37.jpg,man,wearing,cowboy hat,3.90625
5635c9b530f89131.jpg,man,wearing,flower,2.78125
711fbfa40b208b59.jpg,man,wearing,camouflage clothing,5.703125
4925ad38f1167993.jpg,man,wearing,military uniform,1.890625
09625dc24eb205b4.jpg,man,wearing,shirt,5.140625
61362bfc3e9f61c1.jpg,woman,wearing,black,2.71875
383ffb16d582355d.jpg,man,wearing,glasses,4.25
cef4977e5f34377b.jpg,man,wearing,hat,4.71875
8823286afacc9898.jpg,woman,wearing,sunglasses,3.765625
e0d9b46ea2950a9d.jpg,man,wearing,jacket,4.90625
fcc7a64a32ff820c.jpg,person,wearing,red tights,2.375
56136a5dd78b5454.jpg,man,wearing,helmet,4.3125
84930606ad9bc457.jpg,woman,wearing,white dress,3.1875
b2e355c7a82ce546.jpg,woman,wearing,green shirt,5.09375
cae06c543974920a.jpg,jockey,wearing,gray jacket,4.328125
4d55c519a24906d3.jpg,man,wearing,cowboy hat,3.28125
508252750223d78f.jpg,woman,wearing,bowtie,3.34375
cecebfac91ae2c38.jpg,man,wearing,hat,4.765625
8302f7352b501bc4.jpg,woman,wearing,red dress,2.828125
6a6881aefff9ad58.jpg,man,wearing,glasses,3.171875
218a7e0c84466325.jpg,people,wearing,helmets,4.96875
74f60e61ddeb2346.jpg,woman,wearing,silver swim cap,4.015625
438f461a5f6d8e7e.jpg,man,wearing,race car,0.171875
aa6c7c9bf1188b05.jpg,man,wearing,swim cap,0.625
00575b9132bb3746.jpg,man,wearing,helmet,2.796875
79585e8be9df5c22.jpg,man with the camera,wearing,headphones,2.609375
bf671231fd9e7070.jpg,man,wearing,glasses,2.515625
4f3ea0b2bc75000c.jpg,man,wearing,roller skates,4.359375
f19ecb261dd1a702.jpg,man,wearing,blue tent,1.359375
3fd61b93eb10b236.jpg,person,wearing,glasses,4.140625
0f5c46b60af6a324.jpg,girl,wearing,sandals,2.703125
1fe277f5abfc7d74.jpg,woman,wearing,tiara,3.640625
ae4580cd106bb09e.jpg,woman,wearing,black,3.21875
8bd8604e0da78098.jpg,woman,wearing,yellow top,3.609375
2c209664cc9be9e6.jpg,man,wearing,protective helmet,0.09375
2117bc938d9d9ea4.jpg,person,wearing,microphone,2.890625
6e8bd110b49ef26b.jpg,woman,wearing,visor,3.359375
3a445d61763c1234.jpg,man,wearing,glasses,3.484375
73dee0f201062631.jpg,man,wearing,glasses,3.265625
ca3ef34d7304dd6c.jpg,woman,wearing,green heels,1.75
a6a954a213816783.jpg,woman,wearing,miniskirt,1.921875
ea1d27e168a16bcd.jpg,woman,wearing,hat,3.234375
21d49b0df09b3757.jpg,man,wearing,glasses,4.078125
ca3ef34d7304dd6c.jpg,woman,wearing,miniskirt,2.546875
9a716890c5e81744.jpg,man,wearing,suit,4.171875
1de38c170bce1b3c.jpg,man,wearing,suit,4.234375
cb3bf3a4c2945191.jpg,man,wearing,helmet,0.109375
3728914be4a6f601.jpg,person,wearing,helmet,4.140625
03b9130b70a5adcf.jpg,woman,wearing,bra,1.609375
8618ec6384468b52.jpg,man,wearing,helmet,3.609375
48abd1db27d7de96.jpg,woman,wearing,swimsuit,3.46875
23a41085bee808f6.jpg,woman in black leggings,wearing,necklace,4.234375
a6a954a213816783.jpg,woman,wearing,black miniskirt,2.171875
3a18c41d6a250c1a.jpg,woman,wearing,glasses,4.65625
7465f120066a02cd.jpg,woman,wearing,green shirt,3.359375
a5d472f1030b942f.jpg,woman,wearing,blazer,3.90625
d60af2913ab8e98c.jpg,woman,wearing,bikini,1.515625
67e89bcc0dc88204.jpg,woman,wearing,headdress,5.03125
1f7c30f0c24fda91.jpg,man,wearing,yellow sweater,4.265625
2fae1af41b918fef.jpg,man,wearing,tie,5.453125
69788246df023ddf.jpg,man,wearing,hat,4.015625
9265227e8b79f7b5.jpg,man,wearing,hat,4.859375
b15736bdd7914941.jpg,woman,wearing,wedding dress,4.28125
91c4e85dd0511f1d.jpg,man,wearing,hat,5.46875
5278129f90393f7b.jpg,person,wearing,sandals,2.828125
2c08e140e00f5fdc.jpg,man,wearing,helmet,3.421875
0b8a351a260bc898.jpg,woman,wearing,tights,3.984375
6f722f46dd08b8d8.jpg,man,wearing,helmet,4.625
0013ea2087020901.jpg,child,wearing,diaper,1.984375
c7e5f40a0f905e5b.jpg,woman,wearing,maroon and white shirt,4.21875
d2d5e5cc2b420898.jpg,man,wearing,helmet,3.453125
5e87eaf2ecc31207.jpg,woman,wearing,hat,1.515625
b87e0053938bbad6.jpg,woman,wearing,camera,2.90625
1cd308dd54d1fd90.jpg,man,wearing,glasses,5.625
4ad6955cadc6eafa.jpg,woman,wearing,skirt,3.1875
491b8785879a5af3.jpg,person behind the desk,wearing,uniform,1.9375
124d86a6d3953a13.jpg,man,wearing,glasses,4.8125
6c8dafac9ee9d86e.jpg,man,wearing,red shirt,3.859375
85c499f10d7a6ae3.jpg,man,wearing,hat,3.328125
5e77e54ee62483fe.jpg,woman,wearing,bikini,0.71875
ece322ca4786d582.jpg,man,wearing,blue shirt,4.96875
9e11f75d740f84fe.jpg,man,wearing,helmet,3.875
424e586e378cac34.jpg,woman,wearing,jeans,4.59375
758cb6bee81ec9f8.jpg,man,wearing,blue shirt,0.40625
c7a79f9e87286930.jpg,woman,wearing,red headband,0.75
9d94d83310780c6f.jpg,woman,wearing,pink top,4.4375
4a55f408ddfb54e5.jpg,woman,wearing,pink goggles,2.484375
81eab2350699a82e.jpg,man,holding,glasses,2.21875
b085f6708ee5a803.jpg,man,holding,paintball gun,3.15625
409f7b5ca2a458c6.jpg,man,holding,ball,1.296875
2bb371dc7d9c1509.jpg,person,holding,baby,3.5
e42ce843c6e48119.jpg,woman,holding,handbag,4.375
b127ae8c8113f431.jpg,person,holding,mirror,0.5625
a903e7bb7226fc2c.jpg,man,holding,big camera,5.171875
1de38c170bce1b3c.jpg,man and woman,holding,hands,4.015625
81b9fa22daadac52.jpg,man,holding,drink,4.328125
2e9721f274303090.jpg,person,holding,bag,4.40625
c43d8e515688b759.jpg,man,holding,camera,2.0
f6fec6257ff0adca.jpg,easter bunny toy,holding,colorful egg,3.015625
9d94d83310780c6f.jpg,woman,holding,racket,5.328125
0fe12f551f900aca.jpg,medical professionals,holding,medical tools,6.53125
c7a6a5f2a8f674ce.jpg,man,holding,rugby ball,2.484375
c149c16556ee5d81.jpg,person,holding,wok,1.640625
2c209664cc9be9e6.jpg,man,holding,woman,1.203125
3244bcda9de87cdf.jpg,large toy box,holding,cardboard house,0.5
a5b2ac4f2041db39.jpg,person,holding,three-wheeled vehicle,1.828125
086224b8c3266d3e.jpg,person,holding,wok,1.1875
66147ef0d4be0638.jpg,man,holding,model boat,0.96875
96dd97e7202ab34e.jpg,man,holding,little girl,2.78125
84af25555f7c818b.jpg,person,holding,side of the boat,2.265625
af7c6395e7fdbeb5.jpg,man,holding,drink,0.25
1a08289e9fcda126.jpg,man,holding,mobile phone,4.40625
8adaad8fefce4d9b.jpg,man,holding,microphone,0.921875
f24ca937211d91af.jpg,person,holding,hamburger,4.828125
148aa1f69209814f.jpg,man,holding,soccer ball,1.96875
bb1eb0727b1b8d8e.jpg,man,holding,guitar,4.171875
f15a6e4c696003f7.jpg,person,holding,dog,2.921875
1a00561698778497.jpg,person,holding,book,3.890625
30a50c305d4fcd41.jpg,woman,holding,musical note chart,1.171875
f56ca856f3594aef.jpg,man,holding,cup,2.171875
200907829e4fbe95.jpg,person,holding,microphone,2.6875
809d426b0ed06d55.jpg,man,holding,american flag,2.171875
021fffa3d66f9b77.jpg,two men,holding,woman,1.859375
76b42cf5f4f5200e.jpg,man,holding,rifle,1.40625
116557a2d9bc5e70.jpg,man,holding,tennis racket,3.5625
92f8153301227be5.jpg,man,holding,baseball bat,6.078125
54b7a0bc0d489fe8.jpg,woman,holding,red purse,1.296875
09c0e499d462dabc.jpg,person,holding,baby,4.671875
141419f93246899e.jpg,woman,holding,beverage,3.578125
5076fe95c0ea798d.jpg,person,holding,hamburger,4.671875
175ef697cb84c875.jpg,man,holding,paddle,3.8125
30f0848269103d1f.jpg,person,holding,bottle of nail polish,3.046875
3fd61b93eb10b236.jpg,person,holding,camera,2.3125
3ec2b4d262e2ac4c.jpg,boy,holding,drumstick,2.71875
90f42332062eab57.jpg,boy,holding,saw,1.125
97b57bf58e7b224d.jpg,boy,holding,arrows,-0.375
ed0147f94eaf2efd.jpg,man,holding,putter,2.203125
a26b2c00a79d2c0d.jpg,man,holding,drumsticks,1.640625
cbdfc5549fd06095.jpg,man,holding,basketball,4.859375
f98a01e056b70647.jpg,man,holding,reins,2.53125
34e6e3ad05e112b7.jpg,person,holding,rabbit,3.15625
7c8a5253847619a5.jpg,person,holding,gun,2.203125
9f862b6373ba22da.jpg,koala,holding,two branches,0.828125
36233c5bd75baeac.jpg,toy fisherman,holding,toy fish,1.59375
d32303a62c007868.jpg,woman,holding,plastic bag,5.15625
738e234e59615c71.jpg,man,holding,flag,3.25
7afb90178c425e18.jpg,woman,holding,gun,-0.5
2ae47fa15fea397b.jpg,little girl,holding,red umbrella,3.46875
f56ca856f3594aef.jpg,boy,holding,smile,1.90625
c020aa3c539efe6f.jpg,man,holding,drill,2.96875
a0da01a93a6f51bf.jpg,baseball player,holding,bat,5.15625
a5255a39b87c5cf4.jpg,girl,holding,basketball,3.125
97b57bf58e7b224d.jpg,man,holding,bow and arrow,3.0
91c4e85dd0511f1d.jpg,man,holding,accordion,4.765625
1992db553680cac6.jpg,woman,holding,parasol,3.515625
479da084bf0d679f.jpg,man,holding,weapon,3.15625
1519b2618048f525.jpg,man,holding,shotgun,3.4375
286954cbfed9d91c.jpg,person,holding,pastry,6.0
24073df6a9c58c6b.jpg,man,holding,ball,2.421875
34a492cbd64e7740.jpg,person,holding,can of red bull,5.796875
2dfb0cd7ac014fc1.jpg,woman,holding,umbrella,2.4375
34025871515dde45.jpg,person,holding,ice cream cone,5.015625
2d7a6c57f56faf45.jpg,man,holding,ball,3.578125
f98e23895593ab01.jpg,man,holding,railing,0.234375
df051a0847309c44.jpg,man,holding,accordion,4.15625
75df3364755c336b.jpg,girl,holding,basketball,4.578125
17a89e9968dfe0ef.jpg,beekeeper,holding,beehive,2.5
942e91b079b37c7f.jpg,person,holding,hamster,4.953125
b14f752e43df1621.jpg,woman,holding,beer,4.1875
c0b0133682bf5fb2.jpg,man,holding,hockey stick,4.453125
df9cb342a2c613e4.jpg,vase,holding,flowers,3.09375
dd8a7bf210628fd7.jpg,man,holding,book,1.75
a7935166240eb68b.jpg,man,holding,camera,2.328125
6e8bd110b49ef26b.jpg,person,holding,golf flag pole,2.765625
98b5f8fbfff0d05d.jpg,man,holding,wood,3.734375
aef0a8bc66d5205d.jpg,people,riding,parachute,3.40625
67c9dd8871b245ae.jpg,people,riding,motorcycles,4.328125
2c08e140e00f5fdc.jpg,man,riding,custom bike,2.78125
a068ea435a318d8d.jpg,man,riding,bicycle,6.5
34ff10aa56e103ba.jpg,man,riding,motorcycle with one wheel,1.734375
295a7f2d76bcccb2.jpg,girl,riding,horse,1.125
663389d2c9d562d8.jpg,man,riding,green motorcycle,3.90625
aaf5b5b51d27d3a2.jpg,person,riding,yellow jet ski,1.71875
56136a5dd78b5454.jpg,person,riding,bicycle,6.34375
a5b2ac4f2041db39.jpg,man,riding,small tricycle,-0.46875
d0ffc5d3a209d1f0.jpg,man,riding,bicycle,5.375
8823286afacc9898.jpg,person,riding,bicycle with two wheels,2.234375
9c9d7f518c96cad9.jpg,person,riding,horse,-0.671875
2be6ab51b1f3621b.jpg,people,riding,segways,1.4375
83ad1edb154a2106.jpg,child,riding,bicycle,-0.3125
2b2bc6125f83ff18.jpg,person,riding,whale,-0.296875
61b9f3a4db94791b.jpg,man,riding,motorized scooter,5.171875
b4cb9fc067c1eb00.jpg,man,riding,wave,3.09375
662bf0ac81e57758.jpg,person,riding,horse,0.3125
66fb599a59a53707.jpg,person,riding,antique car,3.234375
83ad1edb154a2106.jpg,man,riding,bicycle,-0.421875
7c1d922420d9ae86.jpg,person,riding,bicycle,3.3125
5fa0491945756036.jpg,woman,riding,horse,-0.1875
ed39ece290eabd5d.jpg,person,riding,track,5.859375
4125df3dbe46a6af.jpg,person,riding,motorcycle,5.96875
