image_id,s,o,r,label,split,family,qtype,d_id:s,d_id:o,d_id:so,d_inv:s,d_inv:o,d_inv:so,a_orig
06f6ec0edb1818e2.jpg,giraffe,grass,eating,1,eval,non-spatial,Positive,2.0625,2.71875,2.484375,2.453125,2.2031250596046448,2.421875,1.359375
0a72fef43a51c479.jpg,dolphin,blue water,swimming,1,eval,non-spatial,Positive,0.296875,5.124999940395355,5.203125,,,,4.734375
3f4d12195722201c.jpg,man,wood burning stove,looking at,1,calib,non-spatial,Positive,3.1093750596046448,3.1562500596046448,3.1093750596046448,2.71875,3.453125,3.34375,3.75
91e377ce5737895e.jpg,man,riding lawnmower,driving,1,calib,non-spatial,Positive,2.984375,2.1875,3.5,,,,2.703125
1518f0d086ee12a0.jpg,canadian flag,tree,interacting with,0,eval,non-spatial,Opposite,1.890625,2.21875,3.703125,1.59375,0.7187499403953552,2.71875,1.15625
751093209b03118e.jpg,spectators,fencers,watching,1,eval,non-spatial,Opposite,1.234375,2.984375,2.953125,0.96875,2.09375,2.078125,5.375
141419f93246899e.jpg,girl,water,drinking,1,eval,non-spatial,Positive,1.078125,1.15625,0.9375,0.7187499403953552,1.109375,0.7031249403953552,1.046875
63e2c41f873864a3.jpg,man,santa costume,wearing,0,calib,non-spatial,Opposite,4.96875,4.96875,5.09375,2.59375,2.59375,2.65625,6.625
1109ae1bfb4efe78.jpg,woman,briefcase,holding,0,calib,non-spatial,Positive,0.859375,0.40624988079071045,1.84375,0.15625,-0.5781251192092896,0.125,2.390625
a068ea435a318d8d.jpg,man,bicycle,riding,0,eval,non-spatial,Random,-1.0,-0.53125,-0.8125,5.265625,4.4375,5.9375,2.25
80fc17a6b8901997.jpg,woman,violin,playing,0,eval,non-spatial,Opposite,0.53125,-0.015624940395355225,0.4374999403953552,6.359375,5.0937498807907104,6.5,-0.46875
6b93600bf7b77a49.jpg,deer,background,eating,0,calib,non-spatial,Opposite,2.1562500596046448,2.1562500596046448,2.2500000596046448,0.609375,0.609375,0.625,0.7343750596046448
c59a5b26c1404980.jpg,goldfish,pond,swimming,1,eval,non-spatial,Positive,2.484375,3.9531250596046448,4.0625,,,,3.171875
d8fee8d5c89796ef.jpg,man,green car,looking at,0,eval,non-spatial,Positive,-0.5,3.3125,3.328125,0.53125,3.09375,3.1249999403953552,3.34375
64430a732bf65089.jpg,man,jeep,driving,1,eval,non-spatial,Positive,1.96875,3.421875,3.3125,,,,3.40625
be02ff4211196dce.jpg,matte black fan,black suv,interacting with,0,calib,non-spatial,Opposite,3.34375,3.328125,3.3125,1.34375,1.328125,1.40625,0.953125
4ece4336cb293790.jpg,man,billiard balls,watching,1,eval,non-spatial,Positive,2.015625,0.78125,2.765625,1.359375,0.671875,1.140625,5.171875
cf234869c1b3211a.jpg,man,beverage,drinking,1,eval,non-spatial,Positive,4.375,2.046875,4.34375,0.4218750596046448,-0.078125,0.390625,5.25
3d27c190d43ac211.jpg,man,swim cap,wearing,1,eval,non-spatial,Positive,0.546875,0.765625,0.578125,-0.15625,0.3125,-0.12499994039535522,2.921875
409f7b5ca2a458c6.jpg,man,ball,holding,1,eval,non-spatial,Positive,0.984375,-0.15625,1.3593750596046448,0.78125,1.078125,1.578125,1.890625
00c5be8db0e25f5e.jpg,man,tank,riding,1,calib,non-spatial,Positive,-2.203125,1.796875,1.796875,-0.453125,0.609375,0.59375,2.09375
9bed0e9513710c7b.jpg,man,saxophone,playing,1,calib,non-spatial,Positive,0.984375,0.34375,0.953125,-0.07812488079071045,-0.828125,-0.1875,-1.265625
571db87ed7eadabb.jpg,rhinoceros,grass,eating,1,calib,non-spatial,Opposite,5.328125,5.90625,5.281250059604645,1.703125,1.59375,2.0625,4.5625
34ad56315c274a21.jpg,duck,water,swimming,1,calib,non-spatial,Positive,3.78125,4.3125,4.234375,,,,4.078125
601bcc8207662a15.jpg,people,fish at the market,looking at,1,calib,non-spatial,Positive,0.828125,0.203125,1.53125,0.78125,0.421875,1.1875,6.59375
78916540e81a1c6c.jpg,man,horse and carriage,driving,1,eval,non-spatial,Positive,0.765625,-0.453125,1.09375,,,,3.546875
2d6a5ad44a5b0a4d.jpg,cannons,eiffel tower,interacting with,0,eval,non-spatial,Opposite,1.296875,-0.3125,1.4374998807907104,0.40625011920928955,-0.140625,0.421875,-0.34375
9cb82597259fc7fa.jpg,woman,animal,watching,1,eval,non-spatial,Positive,1.4375,1.75,2.859375,1.140625,1.890625,2.8125001192092896,6.203125
a51400dd646350f7.jpg,man,vest,wearing,0,calib,non-spatial,Opposite,1.640625,1.640625,1.25,2.6093750596046448,2.6093750596046448,2.34375,0.109375
d6b8b01e4ce6950a.jpg,person,snowboard,holding,0,calib,non-spatial,Opposite,-0.71875,0.203125,-0.734375,-0.015625,0.109375,0.015625,3.71875
a0b8948a5a669d86.jpg,man,bike,riding,0,calib,non-spatial,Random,1.21875,0.078125,1.015625,6.8125,5.140625,6.265625,3.5625
42c05e6f790f4ef6.jpg,man,chess,playing,0,eval,non-spatial,Opposite,1.59375,1.59375,1.421875,1.65625,1.65625,1.296875,5.0
d8719e9ba942ab84.jpg,giraffe,green leaves,eating,0,calib,non-spatial,Opposite,0.4375,0.4843750596046448,0.5625,2.671875,2.625,2.6875001192092896,1.40625
ef7032c808636ca7.jpg,shark,water,swimming,1,calib,non-spatial,Positive,0.859375,1.96875,1.984375,,,,2.171875
c5f1de5718e6342b.jpg,man,white sports car,looking at,0,eval,non-spatial,Opposite,0.921875,3.203125,3.1875,1.40625,3.765625,3.828125,3.578125
0e50ea14c4fc1353.jpg,man,car,driving,1,eval,non-spatial,Positive,-0.4375,2.46875,2.5,,,,2.203125
3f4f9e6257355eea.jpg,brown cowboy hat,dark-colored area,interacting with,0,calib,non-spatial,Opposite,4.281250059604645,4.281250059604645,4.21875,3.046875,3.046875,2.9843750596046448,3.609375
55f1af9a02042d09.jpg,man,roller skates,wearing,1,eval,non-spatial,Positive,-0.26562488079071045,0.0,-0.26562488079071045,-0.34375,0.0,-0.34375,1.71875
2bb371dc7d9c1509.jpg,person,baby,holding,1,eval,non-spatial,Opposite,2.078125,4.515625,3.625,2.359375,3.796875,2.7968749403953552,4.265625
3be189900a496924.jpg,person,bicycle,riding,1,calib,non-spatial,Positive,3.578125,2.359375,6.609375,3.84375,1.578125,4.312499940395355,8.0625
ea2a84f5d29be501.jpg,person,accordion outside,playing,1,calib,non-spatial,Opposite,6.515625,7.21875,6.40625,2.625,2.71875,2.671875,5.71875
4dd5c9237289e31a.jpg,panda,bamboo,eating,1,calib,non-spatial,Positive,3.390625,2.828125,4.28125,2.15625,1.421875,2.296875,3.515625
9911e7a3eb6a5288.jpg,yellow jellyfish,deep ocean,swimming,1,calib,non-spatial,Positive,1.515625,2.03125,1.859375,,,,0.28125
6eb70509fcd7d06b.jpg,chicken,egg,looking at,1,eval,non-spatial,Positive,3.078125,1.796875,3.859375,2.9843751192092896,1.1093751788139343,2.7968751192092896,2.828125
044a3e7c7b006202.jpg,tank,street,driving,1,eval,non-spatial,Positive,2.328125,1.171875,4.875,,,,4.84375
d2e270714f830a69.jpg,cell phone,coffee cup,interacting with,0,eval,non-spatial,Opposite,-0.296875,-0.296875,-0.25,-0.046874940395355225,-0.046874940395355225,5.960464477539063e-08,-0.390625
5635c9b530f89131.jpg,man,black suit,wearing,0,eval,non-spatial,Opposite,2.296875,-0.1875,2.078125,2.671875,0.03125,2.046875,4.1875
e42ce843c6e48119.jpg,woman,handbag,holding,0,eval,non-spatial,Opposite,4.5,3.234375,4.484375,4.937499940395355,3.9375,4.937499940395355,4.265625
c6324f32dbc3a847.jpg,man,bike,riding,0,calib,non-spatial,Opposite,-5.609375,-5.171875,-5.625,-3.703125,-3.03125,-3.96875,-0.1875
0374141ebf11632e.jpg,man,two instruments,playing,0,eval,non-spatial,Opposite,4.078125,2.265625,4.625,2.140625,0.640625,2.34375,2.3125
9cb82597259fc7fa.jpg,tapir,grass,eating,0,eval,non-spatial,Opposite,1.0937499403953552,0.515625,2.0,0.8124999403953552,0.046875,1.046875,1.484375
7d1c8d4cd681a22e.jpg,seahorse,water,swimming,1,calib,non-spatial,Positive,-1.203125,-0.25,-1.484375,,,,-0.890625
6e9dcdbee43b0346.jpg,person,book,looking at,0,calib,non-spatial,Positive,0.26562511920928955,1.25,0.03125,1.453125,0.9375,1.7499999403953552,2.15625
37d1a85b903eb8c7.jpg,person,go-cart,driving,1,eval,non-spatial,Opposite,4.0625,3.4375,3.921875,,,,3.765625
ea1d27e168a16bcd.jpg,woman wearing polka dots,person holding a google,interacting with,0,eval,non-spatial,Random,0.25,1.0625,0.96875,0.21875,1.390625,1.328125,-1.171875
c4e8395425f49d05.jpg,man,helmet,wearing,1,calib,non-spatial,Positive,3.2187499403953552,3.765625,3.125,3.71875,4.015625,3.7499999403953552,4.203125
6e012cc0602d3dc1.jpg,man,pen,holding,1,calib,non-spatial,Opposite,5.046875,3.953125,5.03125,3.84375,3.25,3.859375,3.875
34ff10aa56e103ba.jpg,man,motorcycle with one wheel,riding,1,eval,non-spatial,Opposite,0.359375,0.546875,3.4375,2.40625,1.3593749403953552,2.1875,2.046875
267fb36486a00fcc.jpg,man,piano,playing,1,calib,non-spatial,Positive,4.828125,5.03125,6.671875,3.96875,3.625,4.3125,5.484375
e2d6553151f7231b.jpg,people,food truck,eating,1,calib,non-spatial,Opposite,0.828125,3.71875,3.765625,-0.09375,0.4375,0.4375,2.25
7d0ae9c754aa907f.jpg,dolphin,ocean water,swimming,1,eval,non-spatial,Positive,0.0625,1.46875,1.6875,,,,1.5
d790aadf45f34031.jpg,boy,menu,looking at,1,calib,non-spatial,Opposite,1.546875,2.890625,3.15625,3.546875,3.546875,4.234375059604645,3.40625
cf92d0c26b461d85.jpg,man,tractor,driving,1,calib,non-spatial,Positive,2.6875,3.40625,3.390625,,,,1.796875
125fd09ae6bccf6a.jpg,man,blue goggle,wearing,0,calib,non-spatial,Opposite,0.0,0.0,0.0,0.0,0.0,0.0,0.5781250596046448
b127ae8c8113f431.jpg,person,mirror,holding,0,eval,non-spatial,Positive,1.875,1.484375,1.578125,0.8593750596046448,1.203125,1.203125,1.03125
67d2d798ebba1e74.jpg,man,bicycle,riding,0,calib,non-spatial,Opposite,-0.546875,1.921875,1.203125,0.96875,1.25,0.765625,0.59375
d1ef645e3687eb31.jpg,men,volleyball,playing,0,calib,non-spatial,Opposite,0.6250000596046448,0.6250000596046448,0.5156250596046448,1.46875,1.46875,1.546875,0.5000000596046448
2cff2da279756f7a.jpg,dragonfly,green leaf,eating,0,eval,non-spatial,Opposite,0.53125,0.53125,0.453125,0.4843750596046448,0.4843750596046448,0.3125,-1.53125
68ce06b52564fa0e.jpg,harbor seal,water,swimming,1,eval,non-spatial,Positive,1.2187499403953552,1.9531248807907104,1.9999998807907104,,,,1.9999998807907104
5df386da132b567b.jpg,girl in the bike helmet,woman with the red backpack,looking at,1,calib,non-spatial,Positive,0.984375,0.109375,0.53125,1.640625,0.53125,1.78125,2.3125
85ddb7e0f60156a3.jpg,woman,car,driving,1,eval,non-spatial,Positive,0.34375011920928955,2.7031251192092896,2.5781251192092896,,,,1.6875001192092896
c54175229271d3f0.jpg,woman,underwear,wearing,1,calib,non-spatial,Opposite,4.421875,3.90625,4.468750059604645,-0.625,-0.296875,-0.6562499403953552,4.859375
a903e7bb7226fc2c.jpg,man,big camera,holding,1,eval,non-spatial,Opposite,2.828125,2.4375,2.703125,5.03125,4.078125,4.796875,3.71875
b6b804401adcbe4a.jpg,boy,yellow robot,riding,1,calib,non-spatial,Positive,1.015625,5.1718748807907104,5.828125,1.3593751192092896,2.3593751192092896,2.7656251192092896,3.328125
4a6fbccdd21b9dc3.jpg,person,saxophone,playing,1,eval,non-spatial,Positive,-0.12499994039535522,2.96875,2.9375,0.9687498807907104,2.7968748807907104,2.8437498807907104,0.34375
2647aeeff6ef00be.jpg,giraffe,grass,eating,1,eval,non-spatial,Positive,3.609375,3.609375,3.640625,1.828125,1.828125,1.84375,0.625
40adb7cb1e71790f.jpg,dolphin,water,swimming,1,eval,non-spatial,Positive,4.546875,5.53125,5.59375,,,,5.578125
eb8a27e1fc9506a0.jpg,police officers,antique black car,looking at,1,eval,non-spatial,Opposite,0.0,5.656249940395355,5.656249940395355,0.0,4.46875,4.46875,5.359375
ec54e8eb3ba51fd9.jpg,boys,hats,wearing,0,calib,non-spatial,Positive,2.90625,0.515625,8.03125,2.5781250596046448,1.234375,3.6406250596046448,6.28125
c7803107deac5ad4.jpg,person,plate of food,holding,0,calib,non-spatial,Positive,0.59375,1.859375,1.640625,2.40625,1.984375,2.875,2.9375
3d0632f06eb870d1.jpg,people,bean bags,playing,0,calib,non-spatial,Opposite,2.09375,2.203125,4.015625,2.375,1.171875,5.265625,5.75
60d266d03b2ea416.jpg,people,table,eating,0,calib,non-spatial,Opposite,-0.90625,3.96875,3.03125,0.453125,0.859375,0.953125,2.90625
d72dd8e6f1493ac1.jpg,shark,water,swimming,1,eval,non-spatial,Positive,2.6875,3.859375,3.921875,,,,2.859375
f6348d5f1f9494b4.jpg,man,blue antique car,looking at,1,eval,non-spatial,Positive,0.125,3.109375,3.03125,0.0,4.796875059604645,4.703125,5.265625
ac36d564ad0b93e1.jpg,woman,blue outfit,wearing,1,eval,non-spatial,Positive,4.765625,4.90625,4.75,3.390625,3.6875,3.375,4.796875
9bed0e9513710c7b.jpg,man,saxophone,holding,1,calib,non-spatial,Opposite,1.84375,1.125,1.703125,0.21875,0.15625,0.125,0.40625
295a7f2d76bcccb2.jpg,girl,horse,riding,1,eval,non-spatial,Opposite,-0.5468749403953552,-0.10937494039535522,-1.9062499403953552,1.5937500596046448,0.5625000596046448,0.90625,0.9062500596046448
1be0a6a7ac54abe7.jpg,person,cello,playing,1,eval,non-spatial,Positive,7.484375,0.5,7.25,5.640625,2.0,5.234375,4.734375
d8719e9ba942ab84.jpg,giraffe,small tree,eating,1,calib,non-spatial,Positive,3.03125,2.875,3.15625,1.9531248807907104,1.953125,2.0,3.09375
1d6787c750b6a6b1.jpg,whale shark,other fish,swimming,1,eval,non-spatial,Positive,-0.203125,-1.1920928955078125e-07,-0.359375,,,,1.90625
c7133cc36acc887d.jpg,girl,heart-shaped gem,wearing,0,eval,non-spatial,Opposite,2.015625,2.015625,2.0,1.4531251192092896,1.4531251192092896,1.234375,4.21875
4dea4e5cd46ba41d.jpg,beekeeper,honeycomb,holding,0,calib,non-spatial,Opposite,0.390625,2.7343751192092896,3.765625,0.140625,0.78125,0.8125,4.640625
c4e8395425f49d05.jpg,man,bike,riding,0,calib,non-spatial,Random,0.5625,1.375,2.6093750596046448,2.703125,1.015625,2.8125,3.453125
76f8fdd48b7ff734.jpg,person,drums,playing,0,calib,non-spatial,Opposite,0.2968750596046448,1.9531250596046448,0.7812500596046448,1.5781248807907104,2.8281248807907104,1.7343748807907104,0.5937500596046448
f1b2711ca0e0729a.jpg,boy,food,eating,1,eval,non-spatial,Positive,0.90625,-0.140625,0.125,0.921875,0.65625,0.921875,4.90625
7e56e4983ad94787.jpg,jellyfish,underwater,swimming,1,eval,non-spatial,Positive,-0.40625,5.328125,5.25,,,,2.96875
53859c6247a3db01.jpg,man,glasses,wearing,1,eval,non-spatial,Opposite,2.109375,2.28125,2.0625,1.609375,2.5625,1.609375,5.21875
1de38c170bce1b3c.jpg,man and woman,hands,holding,1,eval,non-spatial,Positive,0.859375,0.859375,2.140625,1.0625,1.0625,1.390625,4.640625
663389d2c9d562d8.jpg,man,green motorcycle,riding,1,eval,non-spatial,Opposite,1.375,2.953125,4.749999940395355,3.515625,2.640625,2.9531249403953552,4.125
bb1eb0727b1b8d8e.jpg,man,guitar,playing,1,eval,non-spatial,Positive,0.765625,-0.046875,0.9843751192092896,3.296875,2.453125,3.578125,2.96875
6a6881aefff9ad58.jpg,man,food,eating,1,eval,non-spatial,Positive,2.203125,0.421875,2.1875001192092896,3.703125,1.3125,3.703125,4.03125
626a3711b885a310.jpg,man,goggles,wearing,0,calib,non-spatial,Opposite,-1.6875,0.625,0.34375,-0.78125,-0.6562500596046448,-0.109375,1.6875
3b67f952f62a6389.jpg,person,violin,holding,0,calib,non-spatial,Opposite,3.125,1.5625,3.765625,2.546875,0.5625,3.3593749403953552,4.90625
531e105f0f382294.jpg,girl,zebra,riding,0,calib,non-spatial,Opposite,1.46875,1.375,1.171875,1.7031249403953552,1.734375,1.7499999403953552,0.9375
4a6fbccdd21b9dc3.jpg,person,trombone,playing,0,eval,non-spatial,Opposite,0.015625,0.796875,0.671875,-0.03125,1.453125,1.3593751192092896,-1.171875
c22e29581c0e797e.jpg,man,blue helmet,wearing,1,eval,non-spatial,Opposite,1.734375,2.65625,1.5468748807907104,3.140625,2.8749999403953552,3.125,3.390625
81b9fa22daadac52.jpg,man,drink,holding,1,eval,non-spatial,Positive,4.59375,6.71875,4.53125,3.8593750596046448,3.640625,3.7968749403953552,6.21875
aaf5b5b51d27d3a2.jpg,person,yellow jet ski,riding,1,eval,non-spatial,Opposite,0.01562488079071045,3.1718748807907104,2.4062499403953552,0.9999999403953552,2.09375,1.671875,1.8437498807907104
8a90edff9e8d885e.jpg,woman,accordion,playing,1,calib,non-spatial,Positive,6.640625,6.90625,6.875,3.984375,3.90625,4.015625,4.296875
409f7b5ca2a458c6.jpg,woman,swim cap,wearing,0,eval,non-spatial,Opposite,-0.515625,0.296875,-0.640625,-0.4375,0.265625,0.3593750596046448,3.5625
82e651da7cf386ae.jpg,person,musical instrument,holding,0,calib,non-spatial,Positive,2.5625,0.9375,3.484375,1.7187500596046448,0.28125,2.1250000596046448,5.671875
16aaa6421eaf9905.jpg,man,musical instrument,playing,1,eval,non-spatial,Positive,1.359375,1.765625,3.875,1.1249998807907104,1.4218749403953552,1.359375,4.421875
1e73dd071c85fe3d.jpg,man,helmet,wearing,1,calib,non-spatial,Positive,1.796875,3.34375,1.828125,0.921875,2.34375,0.9531249403953552,3.28125
a65def4ef8c48960.jpg,man,violin,holding,1,calib,non-spatial,Opposite,6.796875,3.875,7.125,5.75,3.5312499403953552,5.984375,5.8125
7c7db17e4e5ddd66.jpg,person,motorcycle,riding,1,calib,non-spatial,Positive,2.96875,5.84375,6.171875,2.65625,2.84375,3.140625,6.84375
3a30bba9227d2d2b.jpg,woman in blue,player in grey,playing,1,eval,non-spatial,Positive,0.09375,0.1875,-0.265625,0.609375,-0.125,-0.125,2.203125
24073df6a9c58c6b.jpg,boy,swim cap,wearing,0,eval,non-spatial,Opposite,0.0,0.0625,1.0,0.296875,-0.28125,1.0625,2.234375
